ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2024-06-04T14:35:59Z,ios,265133,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,King Of Kings,Hillsong Worship,Awake,spotify:track:5E2v6b4Mo4jxuPrcK4YEIF,,,,,,,,trackdone,trackdone,False,False,False,1717511494.0,False
2024-06-04T14:41:34Z,ios,333386,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,Reckless Love,Cory Asbury,Reckless Love,spotify:track:0rH0mprtecH3grD9HFM5AD,,,,,,,,trackdone,trackdone,False,False,False,1717511759.0,False
2024-06-04T14:42:09Z,ios,32999,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,Good Good Father,Chris Tomlin,The Ultimate Playlist,spotify:track:1mWdyqs6Zvg8b1lKjDc8yB,,,,,,,,trackdone,fwdbtn,False,True,False,1717512094.0,False
2024-06-04T14:51:04Z,ios,535962,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,Oceans (Where Feet May Fail),Hillsong UNITED,Zion,spotify:track:5Mw9bXG1dLNhbjofkVS2oR,,,,,,,,fwdbtn,trackdone,False,False,False,1717512129.0,False
2024-06-04T14:51:11Z,ios,5702,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,Reckless Love / Even If,Mass Anthem,Songs We Wish We Wrote,spotify:track:71jqd6lELdjeahZWbh4faC,,,,,,,,trackdone,fwdbtn,False,True,False,1717512664.0,False
2024-06-04T14:57:01Z,ios,351349,US,172.56.209.40,Make Room,The Church Will Sing,Volume 2,spotify:track:4BuSQyy705aZqKoAiKfqKJ,,,,,,,,fwdbtn,trackdone,False,False,False,1717512671.0,False
2024-06-04T15:00:33Z,ios,209686,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,Who You Say I Am - Live,Hillsong Worship,There Is More,spotify:track:2lUgap86Pux7qAgvWzuJWs,,,,,,,,trackdone,endplay,False,True,False,1717513021.0,False
2024-06-04T15:05:58Z,ios,326112,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,Even When It Hurts (Praise Song),Hillsong UNITED,Empires,spotify:track:7mh7C5BB9eXmGcMirEBATk,,,,,,,,clickrow,trackdone,False,False,False,1717513233.0,False
2024-06-04T15:12:30Z,ios,391413,US,64.60.252.134,Throne Room Song,Charity Gayle,Endless Praise,spotify:track:28MAjzTtA7QsKED6N8AOkA,,,,,,,,trackdone,trackdone,False,False,False,1717513558.0,False
2024-06-04T18:37:51Z,ios,89068,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,The Blessing / Doxology,Mass Anthem,Waymaker Worship,spotify:track:3GLFZMalJuMSp6EL1MLKgS,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1717513950.0,False
2024-06-04T18:38:29Z,ios,20907,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,The Blessing / Doxology,Mass Anthem,Waymaker Worship,spotify:track:3GLFZMalJuMSp6EL1MLKgS,,,,,,,,appload,fwdbtn,False,True,False,1717526271.0,False
2024-06-04T18:38:40Z,ios,11242,US,2607:fb91:20e2:cf15:f1b2:a51d:b9f5:f49e,This Is Amazing Grace,Phil Wickham,The Ascension,spotify:track:0RW1xWSPxmbXf012RN3yWl,,,,,,,,fwdbtn,endplay,False,True,False,1717526309.0,False
2024-06-04T18:48:08Z,ios,568786,US,2607:fb91:20e2:cf15:3024:f344:7afc:50ae,Broken Vessels (Amazing Grace) - Live,Hillsong Worship,No Other Name,spotify:track:2BuhGnXpqMQ8BvOUZpmaVl,,,,,,,,clickrow,trackdone,False,False,False,1717526320.0,False
2024-06-04T20:03:32Z,ios,113678,US,64.60.252.134,Highlands (Song Of Ascent) - Live,Hillsong UNITED,People,spotify:track:78bUGqKRoXN8kJY1AeWhzt,,,,,,,,trackdone,fwdbtn,False,True,False,1717526888.0,False
2024-06-04T20:03:46Z,ios,14206,US,64.60.252.134,Heaven Changes Everything,Big Daddy Weave,Heaven Changes Everything,spotify:track:09K7v6EnuoR2TmjAEKUD71,,,,,,,,fwdbtn,backbtn,False,True,False,1717531412.0,False
2024-06-04T20:10:39Z,ios,390426,US,64.60.252.134,Highlands (Song Of Ascent) - Live,Hillsong UNITED,People,spotify:track:78bUGqKRoXN8kJY1AeWhzt,,,,,,,,backbtn,trackdone,False,False,False,1717531426.0,False
2024-06-04T20:14:11Z,ios,211706,US,64.60.252.134,Heaven Changes Everything,Big Daddy Weave,Heaven Changes Everything,spotify:track:09K7v6EnuoR2TmjAEKUD71,,,,,,,,trackdone,trackdone,False,False,False,1717531839.0,False
2024-06-04T20:17:34Z,ios,201671,US,64.60.252.134,Come What May,We Are Messengers,Wholehearted,spotify:track:14y2v3YBpaAxsDpNqXAiVm,,,,,,,,trackdone,trackdone,False,False,False,1717532051.0,False
2024-06-04T20:19:50Z,ios,135750,US,64.60.252.134,Because He Lives,Mass Anthem,Waymaker Worship,spotify:track:3qITrK6OiSMAbI7R8fYmLo,,,,,,,,trackdone,trackdone,False,False,False,1717532254.0,False
2024-06-04T20:23:59Z,ios,248253,US,64.60.252.134,I Can Only Imagine,MercyMe,Almost There,spotify:track:1G5S1rEr4L57ftizRHcYDP,,,,,,,,trackdone,trackdone,False,False,False,1717532390.0,False
2024-06-04T20:29:29Z,ios,330360,US,64.60.252.134,Hosanna,Hillsong UNITED,All Of The Above,spotify:track:5VlojXyAGM1q9ke2ybxrVT,,,,,,,,trackdone,trackdone,False,False,False,1717532639.0,False
2024-06-04T21:54:23Z,ios,346346,US,64.60.252.134,I Surrender - Live,Hillsong Worship,Cornerstone,spotify:track:1urrG04mC0IopJD7vpKiiW,,,,,,,,trackdone,trackdone,False,False,False,1717532969.0,False
2024-06-04T21:55:56Z,ios,80764,US,64.60.252.134,Redeemed,Big Daddy Weave,Love Come To Life,spotify:track:7zuwaenG5AF0vG7o7kMduX,,,,,,,,trackdone,fwdbtn,False,True,False,1717538063.0,False
2024-06-04T21:57:05Z,ios,68160,US,64.60.252.134,You Are Good,Israel Houghton,Decade,spotify:track:3Rn2n87UEQV0YxDCxvqSI8,,,,,,,,fwdbtn,endplay,False,True,False,1717538156.0,False
2024-06-04T22:03:23Z,ios,378986,US,64.60.252.134,From The Inside Out - Live,Hillsong UNITED,United We Stand,spotify:track:3PcIyN4w8oNpcPFv4dNeVy,,,,,,,,clickrow,trackdone,False,False,False,1717538225.0,False
2024-06-04T22:03:40Z,ios,15990,US,64.60.252.134,I Believe It (The Life of Jesus),Jon Reddick,I Believe It (The Life of Jesus),spotify:track:2iym3PPUfaR5285b8iLfbq,,,,,,,,trackdone,fwdbtn,False,True,False,1717538603.0,False
2024-06-04T22:05:05Z,ios,84842,US,64.60.252.134,This I Believe (The Creed) - Live,Hillsong Worship,No Other Name,spotify:track:4Hrr4U80Rk1tWXlP8RFTAb,,,,,,,,fwdbtn,endplay,False,True,False,1717538620.0,False
2024-06-04T22:10:20Z,ios,314581,US,64.60.252.134,Awesome God - Live,Hillsong UNITED,Look To You,spotify:track:00AivYmu1UVmxM91uhR9lM,,,,,,,,clickrow,fwdbtn,False,True,False,1717538705.0,False
2024-06-04T22:10:38Z,ios,17962,US,64.60.252.134,How Great Is Our God,Chris Tomlin,How Great Is Our God: The Essential Collection,spotify:track:0jOSpB2zK2O0SNxj8ZT5lp,,,,,,,,fwdbtn,fwdbtn,False,True,False,1717539020.0,False
2024-06-04T22:10:53Z,ios,15829,US,64.60.252.134,O Come to the Altar (Live),Elevation Worship,Here As In Heaven,spotify:track:1lEk3U3MzbDeL5MNHkE9JU,,,,,,,,fwdbtn,fwdbtn,False,True,False,1717539038.0,False
2024-06-04T22:19:03Z,ios,490000,US,64.60.252.134,New Wine - Live,Hillsong Worship,There Is More,spotify:track:1MX4dx6yNvAH2GjIVsUF4h,,,,,,,,fwdbtn,trackdone,False,False,False,1717539053.0,False
2024-06-04T22:19:33Z,ios,29094,US,64.60.252.134,My Lighthouse,Rend Collective,The Art Of Celebration,spotify:track:5AcdaSVQfLcUKMaqchfBie,,,,,,,,trackdone,endplay,False,True,False,1717539543.0,False
2024-06-04T22:23:35Z,ios,242973,US,64.60.252.134,Set Fire to the Rain,Adele,21,spotify:track:73CMRj62VK8nUS4ezD2wvi,,,,,,,,clickrow,trackdone,False,False,False,1717539573.0,False
2024-06-04T22:28:21Z,ios,285240,US,64.60.252.134,Someone Like You,Adele,21,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,,,,,,,,trackdone,trackdone,False,False,False,1717539815.0,False
2024-06-04T22:32:10Z,ios,228093,US,64.60.252.134,Rolling in the Deep,Adele,21,spotify:track:1c8gk2PeTE04A1pIDH9YMk,,,,,,,,trackdone,trackdone,False,False,False,1717540101.0,False
2024-06-04T22:35:55Z,ios,224694,US,64.60.252.134,Easy On Me,Adele,30,spotify:track:46IZ0fSY2mpAiktS3KOqds,,,,,,,,trackdone,trackdone,False,False,False,1717540330.0,False
2024-06-04T22:40:42Z,ios,286480,US,64.60.252.134,Skyfall,Adele,Skyfall,spotify:track:6VObnIkLVruX4UVyxWhlqm,,,,,,,,trackdone,trackdone,False,False,False,1717540555.0,False
2024-06-04T22:45:28Z,ios,285935,US,64.60.252.134,Love In The Dark,Adele,25,spotify:track:7B5Npv8NjjTCzk8PLpU66h,,,,,,,,trackdone,trackdone,False,False,False,1717540842.0,False
2024-06-04T22:50:45Z,ios,266793,US,64.60.252.134,When We Were Young,Adele,25,spotify:track:7GgWAITsYJaRM3r50rfh5w,,,,,,,,trackdone,endplay,False,True,False,1717541128.0,False
2024-06-04T22:53:22Z,ios,157200,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,clickrow,trackdone,False,False,False,1717541445.0,False
2024-06-04T22:56:01Z,ios,159100,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Holiday,Rema,Rave & Roses Ultra,spotify:track:3ceZIRUX8m8qFFcnEDkj2K,,,,,,,,trackdone,trackdone,False,False,False,1717541602.0,False
2024-06-04T22:57:55Z,ios,113659,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Peru,Fireboy DML,Playboy,spotify:track:2ZFAAhOIIFuIKFWuE59UtM,,,,,,,,trackdone,trackdone,False,False,False,1717541761.0,False
2024-06-04T23:00:59Z,ios,182857,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Soweto (with Omah Lay & Tempoe),Victony,Soweto (with Omah Lay & Tempoe),spotify:track:5bKxwhNieD3qoGmwkoM4Vk,,,,,,,,trackdone,trackdone,False,False,False,1717541875.0,False
2024-06-04T23:01:32Z,ios,10718,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Run,Black Sherif,"Where We Come From, Vol. 01",spotify:track:5pXffsFBnfGGFG7Gjz7moX,,,,,,,,trackdone,endplay,False,True,False,1717542059.0,False
2024-06-04T23:04:57Z,ios,205714,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,OHEMA (with Crayon & Bella Shmurda),Victony,OHEMA (with Crayon & Bella Shmurda),spotify:track:7CkDjDtJjCZA7AW7RBvrvC,,,,,,,,clickrow,trackdone,False,False,False,1717542092.0,False
2024-06-04T23:08:23Z,ios,205714,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,OHEMA (with Crayon & Bella Shmurda),Victony,OHEMA (with Crayon & Bella Shmurda),spotify:track:7CkDjDtJjCZA7AW7RBvrvC,,,,,,,,trackdone,trackdone,False,False,False,1717542297.0,False
2024-06-04T23:11:49Z,ios,205714,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,OHEMA (with Crayon & Bella Shmurda),Victony,OHEMA (with Crayon & Bella Shmurda),spotify:track:7CkDjDtJjCZA7AW7RBvrvC,,,,,,,,trackdone,trackdone,False,False,False,1717542503.0,False
2024-06-05T00:02:23Z,ios,77421,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,OHEMA (with Crayon & Bella Shmurda),Victony,OHEMA (with Crayon & Bella Shmurda),spotify:track:7CkDjDtJjCZA7AW7RBvrvC,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1717542709.0,False
2024-06-05T00:06:54Z,ios,190684,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,IFTK,Tion Wayne,IFTK,spotify:track:7u3w4fQhulC1etJbdfmv3Q,,,,,,,,clickrow,trackdone,False,False,False,1717545823.0,False
2024-06-05T00:10:26Z,ios,211935,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Starlight,Dave,Starlight,spotify:track:531KGXtBroSrOX9LVmiIgc,,,,,,,,trackdone,trackdone,False,False,False,1717546014.0,False
2024-06-05T00:14:09Z,ios,222496,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],Ed Sheeran,Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],spotify:track:0VcgLoEMA06AKqPxxj2YQs,,,,,,,,trackdone,trackdone,False,False,False,1717546226.0,False
2024-06-05T00:18:11Z,ios,241293,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Location (feat. Burna Boy),Dave,PSYCHODRAMA,spotify:track:3z4CGd63tpUn9a6oQSG0CI,,,,,,,,trackdone,trackdone,False,False,False,1717546449.0,False
2024-06-05T00:18:52Z,ios,39920,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,I Dunno (feat. Dutchavelli & Stormzy),Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),spotify:track:3B0WbRucJ6ZIla2G9IVt2E,,,,,,,,trackdone,endplay,False,True,False,1717546691.0,False
2024-06-05T00:21:36Z,ios,164811,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,BM - London View,OTP,BM,spotify:track:1aWrjGga6Ws67b2CWWTb4u,,,,,,,,clickrow,trackdone,False,False,False,1717546732.0,False
2024-06-05T00:24:07Z,ios,150663,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Commitment Issues,Central Cee,Wild West,spotify:track:0UCKUJU94sx8XBQnaNsRkB,,,,,,,,trackdone,trackdone,False,False,False,1717546896.0,False
2024-06-05T00:27:04Z,ios,175774,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Night Away (Dance) (feat. Tion Wayne),A1 x J1,Night Away (Dance) (feat. Mae Muller),spotify:track:1MChJEwnf4stDJpmo638r5,,,,,,,,trackdone,trackdone,False,False,False,1717547047.0,False
2024-06-05T00:30:13Z,ios,188689,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Day in the Life,Central Cee,Wild West,spotify:track:1o6x7iRcDQPEEg8YPgLeVA,,,,,,,,trackdone,trackdone,False,False,False,1717547224.0,False
2024-06-05T00:33:30Z,ios,196266,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Vossi Bop,Stormzy,Heavy Is The Head,spotify:track:5DXKtoZLm31msT7tNGNHLG,,,,,,,,trackdone,trackdone,False,False,False,1717547413.0,False
2024-06-05T00:36:34Z,ios,183829,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Body,Russ Millions,Body,spotify:track:3CVb6hkMrlF7eHhXi5B3PZ,,,,,,,,trackdone,trackdone,False,False,False,1717547610.0,False
2024-06-05T00:41:10Z,ios,174246,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,LET GO,Central Cee,LET GO,spotify:track:3zkyus0njMCL6phZmNNEeN,,,,,,,,trackdone,trackdone,False,False,False,1717547794.0,False
2024-06-05T00:44:59Z,ios,229133,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Sprinter,Dave,Sprinter,spotify:track:2FDTHlrBguDzQkp7PVj16Q,,,,,,,,trackdone,trackdone,False,False,False,1717548070.0,False
2024-06-05T00:46:02Z,ios,60861,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Latest Trends,A1 x J1,Latest Trends,spotify:track:7pnQ23WgZca9jEfMts9qsR,,,,,,,,trackdone,endplay,False,True,False,1717548299.0,False
2024-06-05T00:48:38Z,ios,157200,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,clickrow,trackdone,False,False,False,1717548362.0,False
2024-06-05T00:51:17Z,ios,159100,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Holiday,Rema,Rave & Roses Ultra,spotify:track:3ceZIRUX8m8qFFcnEDkj2K,,,,,,,,trackdone,trackdone,False,False,False,1717548518.0,False
2024-06-05T00:53:50Z,ios,151640,US,136.24.106.5,Peru,Fireboy DML,Playboy,spotify:track:2ZFAAhOIIFuIKFWuE59UtM,,,,,,,,trackdone,trackdone,False,False,False,1717548677.0,False
2024-06-05T00:56:53Z,ios,182857,US,136.24.106.5,Soweto (with Omah Lay & Tempoe),Victony,Soweto (with Omah Lay & Tempoe),spotify:track:5bKxwhNieD3qoGmwkoM4Vk,,,,,,,,trackdone,trackdone,False,False,False,1717548830.0,False
2024-06-05T00:59:26Z,ios,152283,US,136.24.106.5,Run,Black Sherif,"Where We Come From, Vol. 01",spotify:track:5pXffsFBnfGGFG7Gjz7moX,,,,,,,,trackdone,trackdone,False,False,False,1717549013.0,False
2024-06-05T01:33:24Z,ios,128626,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,If,Davido,A Good Time,spotify:track:0WeN52xa8nBDBfKsaiKJ0i,,,,,,,,trackdone,logout,False,False,False,1717549166.0,False
2024-06-05T01:44:21Z,ios,109364,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,If,Davido,A Good Time,spotify:track:0WeN52xa8nBDBfKsaiKJ0i,,,,,,,,appload,trackdone,False,False,False,1717551752.0,False
2024-06-05T01:47:45Z,ios,203571,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Tshwala Bam (feat. S.N.E) - Remix,TitoM,Tshwala Bam (feat. S.N.E),spotify:track:6cyXHTix4NQ069gKJEYv41,,,,,,,,trackdone,trackdone,False,False,False,1717551861.0,False
2024-06-05T01:51:18Z,ios,212975,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Monalisa,Lojay,Monalisa,spotify:track:3baPniPXS0iEII8rDUJdYP,,,,,,,,trackdone,trackdone,False,False,False,1717552065.0,False
2024-06-05T02:00:33Z,ios,93005,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Hold You - Hold Yuh,Gyptian,Hold You,spotify:track:0j55p8YRAPG8yajtNyjt6A,,,,,,,,trackdone,fwdbtn,False,True,False,1717552278.0,False
2024-06-05T02:27:35Z,ios,178000,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Nesesari,Kizz Daniel,No Bad Songz,spotify:track:1yOt3NUFWpYbnFW6ISj59h,,,,,,,,fwdbtn,trackdone,False,False,False,1717552833.0,False
2024-06-05T02:30:10Z,ios,154512,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,FEEL,Davido,Timeless,spotify:track:1mk8ZC9OeTZMr8Wy31LqRj,,,,,,,,trackdone,trackdone,False,False,False,1717554455.0,False
2024-06-05T02:32:27Z,ios,136847,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Enjoy,Tekno,Old Romance,spotify:track:2S81GqH8jtb6ZUM0wrux4v,,,,,,,,trackdone,trackdone,False,False,False,1717554610.0,False
2024-06-05T02:33:18Z,ios,49224,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,"Wadibusa (feat. OHP Sage, Pcee, & Djy Biza)",Uncle Waffles,"Wadibusa (feat. OHP Sage, Pcee, & Djy Biza)",spotify:track:5DqA8IUhk1DQSGmf6XOVrI,,,,,,,,trackdone,endplay,False,True,False,1717554747.0,False
2024-06-05T02:37:57Z,ios,280424,US,12.20.83.2,Dalie (feat. Baby S.O.N),Kamo Mphela,Dalie (feat. Baby S.O.N),spotify:track:4URabg9AGHasjFEVdTbWcC,,,,,,,,clickrow,trackdone,False,False,False,1717554798.0,False
2024-06-05T02:42:38Z,ios,280424,US,12.20.83.2,Dalie (feat. Baby S.O.N),Kamo Mphela,Dalie (feat. Baby S.O.N),spotify:track:4URabg9AGHasjFEVdTbWcC,,,,,,,,trackdone,trackdone,False,False,False,1717555077.0,False
2024-06-05T02:47:19Z,ios,280424,US,12.20.83.2,Dalie (feat. Baby S.O.N),Kamo Mphela,Dalie (feat. Baby S.O.N),spotify:track:4URabg9AGHasjFEVdTbWcC,,,,,,,,trackdone,trackdone,False,False,False,1717555358.0,False
2024-06-05T02:50:57Z,ios,216469,US,2607:fb91:20e2:cf15:fc22:af5a:4f36:6c4c,Dalie (feat. Baby S.O.N),Kamo Mphela,Dalie (feat. Baby S.O.N),spotify:track:4URabg9AGHasjFEVdTbWcC,,,,,,,,trackdone,endplay,False,True,False,1717555639.0,False
2024-06-05T02:58:37Z,ios,460800,US,12.20.83.2,"Forgive Our Trespasses (feat. Demola, Ceeka RSA)",Nandipha808,Rebound (feat. Ceeka RSA),spotify:track:0OBkFew4sntJl9PaJp0TOA,,,,,,,,clickrow,trackdone,False,False,False,1717555857.0,False
2024-06-05T04:18:51Z,ios,131809,US,12.20.83.2,"Forgive Our Trespasses (feat. Demola, Ceeka RSA)",Nandipha808,Rebound (feat. Ceeka RSA),spotify:track:0OBkFew4sntJl9PaJp0TOA,,,,,,,,trackdone,endplay,False,True,False,1717556317.0,False
2024-06-05T04:23:37Z,ios,286480,US,12.20.83.2,Skyfall,Adele,Skyfall,spotify:track:6VObnIkLVruX4UVyxWhlqm,,,,,,,,clickrow,trackdone,False,False,False,1717561131.0,False
2024-06-05T04:28:23Z,ios,285935,US,12.20.83.2,Love In The Dark,Adele,25,spotify:track:7B5Npv8NjjTCzk8PLpU66h,,,,,,,,trackdone,trackdone,False,False,False,1717561417.0,False
2024-06-05T04:31:17Z,ios,172293,US,12.20.83.2,When We Were Young,Adele,25,spotify:track:7GgWAITsYJaRM3r50rfh5w,,,,,,,,trackdone,endplay,False,True,False,1717561703.0,False
2024-06-05T04:36:32Z,ios,316240,US,12.20.83.2,Lovesong,Adele,21,spotify:track:7nm6DlSzzJTH1rk2e6EgJz,,,,,,,,clickrow,trackdone,False,False,False,1717561877.0,False
2024-06-05T04:41:18Z,ios,285240,US,12.20.83.2,Someone Like You,Adele,21,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,,,,,,,,trackdone,trackdone,False,False,False,1717562192.0,False
2024-06-05T15:04:18Z,ios,140338,US,2607:fb91:20e0:8681:106:712e:38fd:bdd3,Rolling in the Deep,Adele,21,spotify:track:1c8gk2PeTE04A1pIDH9YMk,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1717562478.0,False
2024-06-05T15:07:01Z,ios,148520,US,2607:fb91:20e0:8681:106:712e:38fd:bdd3,Clean - Live,Hillsong UNITED,People,spotify:track:2jc4zuz6OZJTjaYjOjTXyM,,,,,,,,clickrow,trackdone,False,False,False,1717599874.0,False
2024-06-05T15:11:00Z,ios,238200,US,2607:fb91:20e0:8681:106:712e:38fd:bdd3,What A Beautiful Name,Hillsong Worship,What A Beautiful Name,spotify:track:4KLj9QjEhJl2WU50mxRF9Z,,,,,,,,trackdone,trackdone,False,False,False,1717600021.0,False
2024-06-05T16:13:54Z,ios,182264,US,2607:fb91:20c8:5de5:24df:6ad4:d54a:d3ff,Reckless Love,Cory Asbury,Reckless Love,spotify:track:0rH0mprtecH3grD9HFM5AD,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1717600260.0,False
2024-06-05T18:36:19Z,ios,151123,US,64.60.252.134,Reckless Love,Cory Asbury,Reckless Love,spotify:track:0rH0mprtecH3grD9HFM5AD,,,,,,,,appload,trackdone,False,False,False,1717612422.0,False
2024-06-05T18:39:51Z,ios,211293,US,64.60.252.134,Maybe It's Ok,We Are Messengers,Power,spotify:track:3mKIS7svYfwxiwRWIi1tmK,,,,,,,,trackdone,trackdone,False,False,False,1717612579.0,False
2024-06-05T18:42:25Z,ios,153484,US,64.60.252.134,Open the Eyes of My Heart,Audrey Assad,O Happy Fault,spotify:track:0zvwXqrgrg2lIblXDQ1SGw,,,,,,,,trackdone,trackdone,False,False,False,1717612791.0,False
2024-06-05T18:46:47Z,ios,262120,US,64.60.252.134,Touch The Sky,Hillsong UNITED,Empires,spotify:track:58yhHre6kOePZPD15hZWgP,,,,,,,,trackdone,trackdone,False,False,False,1717612945.0,False
2024-06-05T18:51:41Z,ios,293398,US,64.60.252.134,Good Good Father,Chris Tomlin,The Ultimate Playlist,spotify:track:1mWdyqs6Zvg8b1lKjDc8yB,,,,,,,,trackdone,trackdone,False,False,False,1717613207.0,False
2024-06-05T18:56:07Z,ios,265133,US,64.60.252.134,King Of Kings,Hillsong Worship,Awake,spotify:track:5E2v6b4Mo4jxuPrcK4YEIF,,,,,,,,trackdone,trackdone,False,False,False,1717613501.0,False
2024-06-05T18:59:32Z,ios,204939,US,64.60.252.134,Reckless Love / Even If,Mass Anthem,Songs We Wish We Wrote,spotify:track:71jqd6lELdjeahZWbh4faC,,,,,,,,trackdone,trackdone,False,False,False,1717613767.0,False
2024-06-05T19:06:04Z,ios,391413,US,64.60.252.134,Throne Room Song,Charity Gayle,Endless Praise,spotify:track:28MAjzTtA7QsKED6N8AOkA,,,,,,,,trackdone,trackdone,False,False,False,1717613972.0,False
2024-06-05T19:33:01Z,ios,535962,US,64.60.252.134,Oceans (Where Feet May Fail),Hillsong UNITED,Zion,spotify:track:5Mw9bXG1dLNhbjofkVS2oR,,,,,,,,trackdone,trackdone,False,False,False,1717614364.0,False
2024-06-05T19:35:58Z,ios,176706,US,64.60.252.134,Church (Take Me Back),Cochren & Co.,Don't Lose Hope,spotify:track:02RCTBFKyLaECOTgfr0zTM,,,,,,,,trackdone,trackdone,False,False,False,1717615981.0,False
2024-06-05T19:41:50Z,ios,351349,US,64.60.252.134,Make Room,The Church Will Sing,Volume 2,spotify:track:4BuSQyy705aZqKoAiKfqKJ,,,,,,,,trackdone,trackdone,False,False,False,1717616158.0,False
2024-06-05T19:51:20Z,ios,568786,US,64.60.252.134,Broken Vessels (Amazing Grace) - Live,Hillsong Worship,No Other Name,spotify:track:2BuhGnXpqMQ8BvOUZpmaVl,,,,,,,,trackdone,trackdone,False,False,False,1717616510.0,False
2024-06-05T19:54:33Z,ios,192800,US,64.60.252.134,The Blessing / Doxology,Mass Anthem,Waymaker Worship,spotify:track:3GLFZMalJuMSp6EL1MLKgS,,,,,,,,trackdone,trackdone,False,False,False,1717617080.0,False
2024-06-05T20:41:11Z,ios,133400,US,2607:fb90:87e2:c21e:a5d4:55bb:8e84:76b3,Even When It Hurts (Praise Song),Hillsong UNITED,Empires,spotify:track:7mh7C5BB9eXmGcMirEBATk,,,,,,,,trackdone,endplay,False,True,False,1717617273.0,False
2024-06-05T20:45:40Z,ios,269560,US,2607:fb90:87e2:c21e:a5d4:55bb:8e84:76b3,All of Me,John Legend,Love In The Future (Expanded Edition),spotify:track:3U4isOIWM3VvDubwSI3y7a,,,,,,,,clickrow,trackdone,False,False,False,1717620071.0,False
